path,label
/parai/drum_samples/hihat/fav hh.wav,hihat
/parai/drum_samples/hihat/Hat 4.wav,hihat
/parai/drum_samples/snare/Snare (X4).wav,snare
/parai/drum_samples/808/808 - big facts.wav,808
/parai/drum_samples/snare/plugg snare.wav,snare
/parai/drum_samples/clap/clap - this one mid @rip.warheart.wav,clap
/parai/drum_samples/808/808 - let it go.wav,808
/parai/drum_samples/hihat/MT2_Cactus HH.wav,hihat
/parai/drum_samples/snare/DANIKIYOKO Snare 3.wav,snare
/parai/drum_samples/808/Ayeplu$ - Razor Blade (Short) 808.wav,808
/parai/drum_samples/808/Dynox - Transcend 808 @dynoxmusic.wav,808
/parai/drum_samples/hihat/hi hat (4).wav,hihat
/parai/drum_samples/808/Right Hook 808 @khemics_.wav,808
/parai/drum_samples/hihat/HAT - basic.wav,hihat
/parai/drum_samples/kick/TWAT 1 Kick.wav,kick
/parai/drum_samples/snare/MT2_UnderwaterShot Snare.wav,snare
/parai/drum_samples/clap/clap - xusso @didusayaster.wav,clap
/parai/drum_samples/808/tajin 808 @thecxdy.wav,808
/parai/drum_samples/808/Ayeplu$ - Green Fire 808.wav,808
/parai/drum_samples/hihat/MT2_Lowlight HH.wav,hihat
/parai/drum_samples/snare/snare (8).wav,snare
/parai/drum_samples/clap/sass clap.wav,clap
/parai/drum_samples/kick/Kick (Timbo).wav,kick
/parai/drum_samples/hihat/Hat (5).wav,hihat
/parai/drum_samples/clap/audi clap.wav,clap
/parai/drum_samples/808/808 4.wav,808
/parai/drum_samples/snare/Pluggz Snare.wav,snare
/parai/drum_samples/808/808 (67).wav,808
/parai/drum_samples/kick/Dynox - Jewel Kick @dynoxmusic.wav,kick
/parai/drum_samples/openhat/woodpecker open hat.wav,openhat
/parai/drum_samples/hihat/HH 10.wav,hihat
/parai/drum_samples/hihat/hi hat (6).wav,hihat
/parai/drum_samples/hihat/NOST - Open Hi Hat 03.wav,hihat
/parai/drum_samples/808/Industry 808 @khemics_.wav,808
/parai/drum_samples/808/Hatred 808 @khemics_.wav,808
/parai/drum_samples/808/dreamcast2 808 (4).wav,808
/parai/drum_samples/hihat/{PNB} Hat 2.wav,hihat
/parai/drum_samples/openhat/oh [invoker].wav,openhat
/parai/drum_samples/808/808 - [Henney] @looplegend_.wav,808
/parai/drum_samples/808/808 - cxdy plugg @didusayaster.wav,808
/parai/drum_samples/808/808 (69).wav,808
/parai/drum_samples/hihat/tok hh.wav,hihat
/parai/drum_samples/clap/Clap - [RimClap] @looplegend_.wav,clap
/parai/drum_samples/kick/KICK - sad.wav,kick
/parai/drum_samples/snare/MT2_Shank Snare.wav,snare
/parai/drum_samples/clap/clap (blush).wav,clap
/parai/drum_samples/clap/Classic clap.wav,clap
/parai/drum_samples/808/808 3.wav,808
/parai/drum_samples/hihat/hi hat (26).wav,hihat
/parai/drum_samples/hihat/HH #1 @taddybbear.wav,hihat
/parai/drum_samples/snare/cthulhu sn @thecxdy.wav,snare
/parai/drum_samples/kick/Kick 13.wav,kick
/parai/drum_samples/808/808 (16).wav,808
/parai/drum_samples/clap/NOST - Clap 13.wav,clap
/parai/drum_samples/snare/[] snare - gucci.wav,snare
/parai/drum_samples/kick/Kick 17.wav,kick
/parai/drum_samples/clap/Clap (Wheezy Short).wav,clap
/parai/drum_samples/clap/Clap (N64).wav,clap
/parai/drum_samples/openhat/clink oh.wav,openhat
/parai/drum_samples/clap/14 (STOOPIDXOOL v2).wav,clap
/parai/drum_samples/clap/clap [staff].wav,clap
/parai/drum_samples/808/808 (95).wav,808
/parai/drum_samples/clap/clap (go).wav,clap
/parai/drum_samples/hihat/lemon [hh].wav,hihat
/parai/drum_samples/clap/Crisp Clap @khemics_.wav,clap
/parai/drum_samples/kick/KICK - rack.wav,kick
/parai/drum_samples/hihat/hihat - otaku @rip.warheart.wav,hihat
/parai/drum_samples/hihat/Industry 3 Hihat @khemics_.wav,hihat
/parai/drum_samples/kick/Kick 12.wav,kick
/parai/drum_samples/hihat/HH (Slicer).wav,hihat
/parai/drum_samples/808/808 [crush].wav,808
/parai/drum_samples/clap/clap (2).wav,clap
/parai/drum_samples/snare/ting [snare].wav,snare
/parai/drum_samples/808/brothers keeper 808.wav,808
/parai/drum_samples/808/dro 808.wav,808
/parai/drum_samples/openhat/[] open - index.wav,openhat
/parai/drum_samples/808/Daityas - 808 (F).wav,808
/parai/drum_samples/808/808 (94).wav,808
/parai/drum_samples/808/808 (1).wav,808
/parai/drum_samples/openhat/OH #7 @taddybbear.wav,openhat
/parai/drum_samples/hihat/NOST - Open Hi Hat 05.wav,hihat
/parai/drum_samples/808/vnmpire 808.wav,808
/parai/drum_samples/hihat/boyz hh @thecxdy.wav,hihat
/parai/drum_samples/clap/clap [flower].wav,clap
/parai/drum_samples/openhat/OP 18.wav,openhat
/parai/drum_samples/openhat/MT2_Dash OH.wav,openhat
/parai/drum_samples/clap/madeintyo clap.wav,clap
/parai/drum_samples/kick/kick (3).wav,kick
/parai/drum_samples/snare/Snare (Clues).wav,snare
/parai/drum_samples/hihat/Classic hat 3.wav,hihat
/parai/drum_samples/808/! Miratouch 808 @khemics_.wav,808
/parai/drum_samples/808/damaged+ 808 @thecxdy.wav,808
/parai/drum_samples/clap/Triple Clap @khemics_.wav,clap
/parai/drum_samples/clap/Yuh Clap @khemics_.wav,clap
/parai/drum_samples/808/808 [kaiba].wav,808
/parai/drum_samples/hihat/Hi Hat - [WTTP] @looplegend_.wav,hihat
/parai/drum_samples/snare/[] snare - descendant.wav,snare
/parai/drum_samples/openhat/MT2_Plus OH.wav,openhat
/parai/drum_samples/hihat/kan hh.wav,hihat
/parai/drum_samples/808/orange 808.wav,808
/parai/drum_samples/kick/KICK - reesey.wav,kick
/parai/drum_samples/snare/SNARE #1 @taddybbear.wav,snare
/parai/drum_samples/snare/snare (impossible).wav,snare
/parai/drum_samples/clap/NOST - Clap 07.wav,clap
/parai/drum_samples/openhat/open hat (45).wav,openhat
/parai/drum_samples/808/808 [yugi].wav,808
/parai/drum_samples/hihat/hihat (runyourmouth).wav,hihat
/parai/drum_samples/clap/Dynox - Pie Clap @dynoxmusic.wav,clap
/parai/drum_samples/hihat/lucki.wav,hihat
/parai/drum_samples/808/808 4 copy.wav,808
/parai/drum_samples/hihat/HH (Toxic).wav,hihat
/parai/drum_samples/openhat/[] open - r34.wav,openhat
/parai/drum_samples/hihat/quick hat.wav,hihat
/parai/drum_samples/openhat/OH (Doubler).wav,openhat
/parai/drum_samples/808/Ayeplu$ - Lap Dance (Short) 808.wav,808
/parai/drum_samples/hihat/MT2_Unnamed HH.wav,hihat
/parai/drum_samples/808/Cymatics - 808 Hardy (C).wav,808
/parai/drum_samples/808/808 (99).wav,808
/parai/drum_samples/kick/molly kick.wav,kick
/parai/drum_samples/kick/Dynox - Fear Kick @dynoxmusic.wav,kick
/parai/drum_samples/808/808 (sza).wav,808
/parai/drum_samples/hihat/hihat (ncaa).wav,hihat
/parai/drum_samples/snare/snare (oz).wav,snare
/parai/drum_samples/clap/clap (ballinflossin).wav,clap
/parai/drum_samples/kick/Kick (A Lot Of These Sound Similar But They Different).wav,kick
/parai/drum_samples/808/NOST - 808 #4 (A).wav,808
/parai/drum_samples/808/xool 808.wav,808
/parai/drum_samples/openhat/open hat (43).wav,openhat
/parai/drum_samples/808/808 (70).wav,808
/parai/drum_samples/808/Ayeplu$ - Razor Blade 808.wav,808
/parai/drum_samples/hihat/NOST - Open Hi Hat 06.wav,hihat
/parai/drum_samples/clap/clap (32).wav,clap
/parai/drum_samples/snare/GoSNR.wav,snare
/parai/drum_samples/kick/kick (4).wav,kick
/parai/drum_samples/snare/GoSNR2.wav,snare
/parai/drum_samples/808/vayne 808 @thecxdy.wav,808
/parai/drum_samples/clap/DANIKIYOKO Clap 4.wav,clap
/parai/drum_samples/clap/swg clap @thecxdy.wav,clap
/parai/drum_samples/clap/NOST - Clap 11.wav,clap
/parai/drum_samples/kick/dreamcast2 Kick (7).wav,kick
/parai/drum_samples/snare/SNARE #9@taddybbear.wav,snare
/parai/drum_samples/openhat/down oh.wav,openhat
/parai/drum_samples/clap/Clap (So Is This One).wav,clap
/parai/drum_samples/snare/NOST - Snare 05.wav,snare
/parai/drum_samples/hihat/hi hat (16).wav,hihat
/parai/drum_samples/kick/Kick (Boost).wav,kick
/parai/drum_samples/openhat/OH #8 @taddybbear.wav,openhat
/parai/drum_samples/openhat/[] open - plasma.wav,openhat
/parai/drum_samples/openhat/Sheesh OH @khemics_.wav,openhat
/parai/drum_samples/snare/Snare 1.wav,snare
/parai/drum_samples/clap/clap (4).wav,clap
/parai/drum_samples/openhat/OP 12.wav,openhat
/parai/drum_samples/snare/Snare (Cherries).wav,snare
/parai/drum_samples/808/808 - hacked my ig 2.wav,808
/parai/drum_samples/808/808 (54).wav,808
/parai/drum_samples/clap/half clap.wav,clap
/parai/drum_samples/openhat/MT2_Bunt OH.wav,openhat
/parai/drum_samples/808/ca$h 808.wav,808
/parai/drum_samples/kick/KICK - fasho.wav,kick
/parai/drum_samples/kick/! Lite Kick @khemics_.wav,kick
/parai/drum_samples/hihat/HH (Scraper).wav,hihat
/parai/drum_samples/hihat/muck [hh].wav,hihat
/parai/drum_samples/808/808 - [Mobpinz 2] @pro_mobin @looplegend_.wav,808
/parai/drum_samples/openhat/OH #3 @taddybbear.wav,openhat
/parai/drum_samples/openhat/Dynox - Lazey OpenHat @dynoxmusic.wav,openhat
/parai/drum_samples/clap/clap (23).wav,clap
